User Story ID,Journey phase,Journey step,Epic Code,Epic,Jobs to be Done (Epic Description),User Story Title,User Story Description,Acceptance Criteria,Roadmap,Priority,Miro Status,Reach,Impact,Inisght Confidence,Confidence,Effort,RICE Score,Related Services,Stakeholders,Project Dependencies,Technology
2.11.a,2. Stay organised and updated,4. My course,VS2.11,"Course progress, assessments, grades and results","As a student, I want to receive real-time updates on my academic progress, including both course-level and subject-level details, so that I can monitor my performance and stay on track toward graduation.",See my subject final results,"As a student, I want to view my official subject final results as soon as they are released, including when they were last updated, so I have full clarity on my academic outcomes.","Displays official final results sourced from eStudent.
Each subject result should includes subject code, subject name, final grade and final mark, with last updated timestamp.
Students receive an email notification when new final results become available.
Results list updates automatically when eStudent releases changes.",MVP,,In Progress (Iterative Design),1,3.67,0.4,0.5,3,0.61167,"Course Planning, Enrolment, Academic Progress",,,StudentOne (via eStudent API).
2.11.b,2. Stay organised and updated,4. My course,VS2.11,"Course progress, assessments, grades and results","As a student, I want to receive real-time updates on my academic progress, including both course-level and subject-level details, so that I can monitor my performance and stay on track toward graduation.",Stay updated with real-time assessment grades,"As a student, I want to see my assessment grades from Canvas , with clear visibility of when the data was last refreshed, so I can keep track of my ongoing academic performance.","Assessment grades are retrieved from Canvas on a scheduled sync (e.g. hourly).
A clear “Last updated” timestamp appears at the top of the assessment list.
Displays all graded Canvas assessments released to the student.
Shows assessment name, mark, weighting (if provided), and subject.",MVP,,To Do,1,3.67,0.4,0.5,3,0.61167,,,,Canvas LMS API.
2.11.c,2. Stay organised and updated,4. My course,VS2.11,"Course progress, assessments, grades and results","As a student, I want to receive real-time updates on my academic progress, including both course-level and subject-level details, so that I can monitor my performance and stay on track toward graduation.",Tracking my course progress,"As a student, I want a clear view of my course credit progress, including completed, enrolled, and remaining credits, so I can understand my path toward graduation and access relevant resources to manage my study plan.","Displays total credits completed, credits enrolled for the current semester, and remaining credits toward graduation.
Shows graduation eligibility with a dynamic estimate of expected completion date.
A progress bar visually represents completed versus remaining credits.
Provides direct links to digital course resources, including course handbook / rules and planning guides.
Provides action to support students to book appointments with an advisor for support in planning or managing credits.
Information updates in real-time, or via periodic sync (hourly or daily) if real-time is not feasible.
Displays a timestamp showing when data was last updated.
Supports integration with other student portals or dashboards, using  widget to allow students to check this at a glance on key pages.",MVP,,In Progress (Iterative Design),1,3.67,0.4,0.5,3,0.61167,,,,StudentOne (Study Plan/Academic Progress).
2.11.d,2. Stay organised and updated,4. My course,VS2.11,"Course progress, assessments, grades and results","As a student, I want to receive real-time updates on my academic progress, including both course-level and subject-level details, so that I can monitor my performance and stay on track toward graduation.","Upcoming assessments, assignments and exams","As a student, I want to see all my upcoming assignments, assessments, and quiz from Canvas and the exam timetable in a single integrated view, so I don’t miss any important deadlines.","Shows all upcoming assessments, assignments, and exams due within the next 7 days.
Pulls data from Canvas and exam timetable.
Basic information for each assessment including title, subject, due date/time and type (assignment, assessment, exam) should be provided.
Each assessment should provide a deep link to the LMS to reveal it's detail information.
Includes a “View All” option linking to the LMS.
Items are sorted by due date and time in ascending order.",MVP,,In Progress (Iterative Design),1,3.67,0.4,0.5,3,0.61167,"Course Planning, Enrolment, Academic Progress","Nick Miller and CJ Hogan 
(Student Comms)

Jeremy Goh, Gordon Yau and Abrar Hayat
(LMS)

Lisa Bates and Pippa Diggins 
(Exam Timetable)",,
4.05.a,2. Stay organised and updated,4. My course,VS4.05,Course summary and LMS links,"As a student, I want state-aware enrolment content that prompts me to complete my enrolment tasks when I have tasks pending, so I can stay on track without missing deadlines or requirements.",View your enrolment status with an enrolment snapshot,"As a student, I want a clear enrolment snapshot showing the subjects I am enrolled in this semester and my overall study plan progress, so I always understand my enrolment status at a glance.","Displays all subjects the student is enrolled in for the current semester.
Shows overall study plan status for the semester (e.g., “Study plan complete”, “Still missing 12.5 credit points”).
Displays relevant course-level information such as course name, course type / major and credit progress toward completion.
Includes alerts such as missing enrolments, unmet prerequisites or quota full.
Data can be updated via periodic sync or in real-time.
A last updated timestamp is shown.
Provides a link to study plan.",MVP,,To Do,1,5,0.3,0.5,3,0.83333,,,,"StudentOne (Enrolment load, Study Plan)."
4.08.a,2. Stay organised and updated,4. My course,VS4.08,Future study,"As a final-year student, I want to receive personalised recommendations for future study options based on my academic history and performance, course progress and interests, so I can take actionable steps toward further study or career pathways.",Explore my future study options,"As a final-year student, I want to receive personalised recommendations for future study options based on my academic history and performance, course progress and interests, so I can take actionable steps toward further study or career pathways.","Generates personalised future study recommendations using student’s academic history and completed subjects, remaining credit requirements and graduation path, declared interests and inferred behaviour signals.
Students can take direct actions on each recommendation, including apply and save or shortlist for future consideration.
Recommendations should also provide links to related support services, information sessions or workshops.
Recommendations update periodically based on new academic data or behaviour signals.",Target State,,To Do,1,1,0.1,0.5,2.5,0.2,,,,
4.04.a,2. Stay organised and updated,4. My course,VS4.04,Global study and exchange,"As a student I want to easily find out my eligibility for overseas study, find out what opportunities for study there are, and to go on an exchange that fits in my budget, timeline and have my credits accredited to my degree.",Plan Your Global Study,"As a student, I want personalised guidance on global study opportunities, including my eligibility, exchange program suggestions based on my timeline and credit requirements, and clear next steps, so I can make informed decisions and take action.","Checks and displays eligibility for overseas study based on critical criteria.
Provides personalised exchange program suggestions based on student profile.
Each suggested program includes call-to-action options including apply directly to the program or book appointment with staff for consultation.
Students can save or shortlist recommended programs for future reference.
Recommendations update periodically as new program or student data changes.
A timestamp indicates when the recommendations were last refreshed.",Future State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
4.02.a,2. Stay organised and updated,4. My course,VS4.02,Graduation,"As a student, I want to manage my graduation preferences and offboarding information, so that I can stay informed, ensure everything is finalized, and avoid potential issues.",Confer Directly - Streamlined Graduation,"As a student, I want to set my graduation preferences, including ceremony attendance, and view personalised ceremony details in one place, so I can complete graduation requirements smoothly and stay informed.","Eligible students can set and edit graduation preferences (e.g., ceremony attendance) before the system-defined deadline.
Alerts notify students to take action via email and in-portal prompt.
Displays personalised ceremony details clearly in the portal.
Changes to preferences are persisted and reflected across sessions and devices.
All updates are timestamped for transparency.",Future State,,In Progress (Iterative Design),1,3.67,0.1,0.5,2.5,0.734,,,,StudentOne (Graduation/Conferral Module).
4.02.b,2. Stay organised and updated,4. My course,VS4.02,Graduation,"As a student, I want to manage my graduation preferences and offboarding information, so that I can stay informed, ensure everything is finalized, and avoid potential issues.",Offboarding experience,"As a student, I want a clear offboarding experience, including a checklist of necessary steps and available opportunities, so I can transition smoothly from student to alumni and stay connected to the University.","Displays an offboarding checklist covering required student exit steps.
Lists available connection opportunities for new alumni (e.g., alumni network, career events, newsletters).
Provides access to tools and services for alumni, such as alumni portal and other available systems.
Students can track their progress through offboarding steps in the portal.
Information is updated periodically to reflect any changes or new opportunities.",Future State,,To Do,1,3.2,0.2,0.5,2.5,0.64,,,,
1.02.b,2. Stay organised and updated,4. My course,VS1.02,Special consideration,"As a student I need the special consideration process to remove barriers, protect my privacy, and feel supported with clarity and care—especially when I'm most vulnerable.",Access to special consideration,"Students are provided with information about special consideration when accessing course progress related content, so that students are reminded the University is available to support them in special circumstances and students don't miss out on understanding how special consideration works.",Provide links to learn about Special Consideration where appropriate such as in a 'You might be interested in' panel along with study results or course progress related pages.,Target State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
1.02.a,2. Stay organised and updated,4. My course,VS1.02,Special consideration,"As a student I need the special consideration process to remove barriers, protect my privacy, and feel supported with clarity and care—especially when I'm most vulnerable.",Special consideration result prediction,"As a student, I want to see an AI-generated prediction of my special consideration result before submitting my application, so I can feel supported, ensure I have uploaded necessary documents, and be aware of my likelihood of approval.","Provides AI prediction of likely or less likely approval based on historical data and student-provided information.
Clearly marks that the prediction is supportive information only, not an university decision or instruction.
If the prediction is less likely, the system provides reasoning explaining why the application may fail.
Students can edit or add supporting documents after viewing the prediction.
Prediction is displayed before submission, allowing students to take informed actions.
Updates dynamically if the student modifies input or supporting documents.",Future State,,To Do,1,4.4,0.1,0.5,2.5,0.88,,,,"Machine Learning Model (Historical Spec Con data), OneCRM (Case history)."
4.09.a,2. Stay organised and updated,4. My course,VS4.09,Timetable,"As a student, I want to be able to access MyTimeTalbe to allocate my university timetablem and check status update in my student portal.",MyTimetable Overview ,"As a student, I want to view my complete timetable, including the current allocation status and key timetable information, so I can see whether I have completed my preferences and take action if needed.","Displays a complete overview of the student’s timetable for the relevant period.
Shows timetable status, including whether preference entries are complete, current timetable period and any important updates (e.g., conflicts, waitlists).
Provides an action button or link to visit the MyTimetable system to edit preferences or make adjustments.
Updates dynamically to reflect the latest status from the MyTimetable system.
Supports visibility of both allocated subjects and key timetable metadata for clarity.",MVP,,To Do,1,1,0.1,0.5,2.5,0.2,,,,"MyTimetable, TimeEdit, Manual Timetable Spreadsheets"
5.08.a,"3. Access services, help and advice",5. Accessing student services,VS5.08,Apply & Commit,"Enable students to seamlessly transition from interest to action by providing unified, friction-free mechanisms to register, book, or submit requests for services.",Submit service requests,"As a student who has identified a need, I want to easily submit service requests, book an appointment, register for an event, or submit an application form in one place, so that I can secure the support or opportunity I need without navigating complex administrative hurdles.",,Target State,,In Progress (Iterative Design),1,1,0.1,0.5,2.5,0.2,,,"SSTP Service Model & Experience, SASS Student Admin","OneCRM (Forms), Apex (Legacy), Qualtrics"
5.07.a,"3. Access services, help and advice",5. Accessing student services,VS5.07,Awareness & Exploration,"Proactively surface relevant services, events, and support options to students based on their profile and cohort, moving beyond passive search to active discovery.",Next step recommendations,Suggests actions relevant and personalised to the student.,,Target State,,In Progress (Iterative Design),1,1,0.1,0.5,2.5,0.2,,,,
5.07.b,"3. Access services, help and advice",5. Accessing student services,VS5.07,Awareness & Exploration,"Proactively surface relevant services, events, and support options to students based on their profile and cohort, moving beyond passive search to active discovery.",Timely link suggestions,Recommendations tailored to page content and the student’s profile.,,Target State,,In Progress (Iterative Design),1,1,0.1,0.5,2.5,0.2,,,,
5.07.c,"3. Access services, help and advice",5. Accessing student services,VS5.07,Awareness & Exploration,"Proactively surface relevant services, events, and support options to students based on their profile and cohort, moving beyond passive search to active discovery.",Transparent reasoning,Suggestions include a short explanation why they are recommended.,,Target State,,In Progress (Iterative Design),1,1,0.1,0.5,2.5,0.2,,,,
5.10.a,"3. Access services, help and advice",5. Accessing student services,VS5.10,Conclusion & Transition,"Manage the closure of service interactions, including providing outcomes, capturing feedback, and guiding the student toward their next logical step or lifecycle stage (e.g., graduation/offboarding).",Conclusion & Transition,"As a student finishing a service interaction, I want to view the final outcome of my requests, provide feedback, and understand my offboarding requirements, so that I can close the loop on my administrative tasks and move forward with confidence.",,Target State,,To Do,1,1,0.1,0.5,2.5,0.2,,,,
5.09.a,"3. Access services, help and advice",5. Accessing student services,VS5.09,Participation & Engagement,"Support the student during the active consumption of the service or event by providing reminders, wayfinding, and management tools to ensure they show up and engage effectively.",Digital system status and outages,"Manage my digital services, report a problem that I can't solve myself, or plan for an ongoing issue or outage that could impact me or other students.",,Target State,,To Do,1,3,0.1,0.5,1,1.5,,,,
6.03.a,"3. Access services, help and advice",6. Help and advice,VS6.03,24/7 AI Assistance,"As a student I want support navigating university life with confidence and ease, with instant, personalised, and culturally sensitive support—24/7, across devices, and in multiple languages.",AI Assistance integrated with global search,"As a student, I want to get clear, relevant answers directly within the global search results when possible, so I can quickly get the information I need without navigating multiple systems.","AI Assistant evaluates search queries and provides direct answers when confident.
AI-generated responses are clearly marked as generated by AI, distinct from standard search results.
If AI cannot provide a confident answer, the system redirects to standard search results.
Responses consider keywords entered and relevant student profile information to improve relevance.
AI responses appear inline within global search results for quick access.",MVP,2,To Do,1,4,0.1,0.5,2.5,0.8,,,,"Search Engine (Funnelback), GenAI Service"
6.03.b,"3. Access services, help and advice",6. Help and advice,VS6.03,24/7 AI Assistance,"As a student I want support navigating university life with confidence and ease, with instant, personalised, and culturally sensitive support—24/7, across devices, and in multiple languages.",Get Help Anytime with the AI Chat Agent,"As a student, I want to access an AI chatbot 24/7 to get personalised support for any topic related to university life, so I can get instant information whenever I need it.","Provides continuous 24/7 access to an AI chatbot.
Supports queries across all student-related topics, including academic, administrative, and wellbeing matters.
AI responses are informational, not prescriptive, guiding students without making decisions on their behalf.
Chatbot is accessible across devices with consistent experience.",Target State,,To Do,1,4,0.1,0.5,2.5,0.8,,,,"Search Engine (Funnelback), GenAI Service"
6.04.a,"3. Access services, help and advice",6. Help and advice,VS6.04,Contact support,"Students should have easy access to various support services. For example, submitting enquiries, booking in-person appointments, or finding contact information for relevant staff.

The portal should present this information in a unified location, as well as through contextual suggestions on pages where the content is relevant.",Accessing Stop 1 with guided support and triage,"As a student requiring assistance, I want a guided support experience that helps me self-diagnose and resolve my issue through recommended resources before presenting contact options, So that I can get the fastest possible resolution to my problem without waiting in a queue or submitting unnecessary administrative tickets.","The student portal acts as a smart triage layer between the student and the University’s support teams (e.g., Stop 1). Rather than a static list of phone numbers, the ""Contact Support"" flow is an interactive sequence. It first attempts to resolve the student's intent using Knowledge Base articles, FAQs, or direct links to service pages. If self-resolution fails, the system presents the specific communication channels (Enquiry Form, Phone, Booking, Walk-in) relevant to that specific topic and the student’s current profile status.

1. Contextual Entry Points
The ""Get Help"" flow can be initiated from a global ""Help & Support"" centre.

Contextual ""Need Help?"" links appear on specific functional pages (e.g., an ""Enrolment Support"" link on the Study Plan page).

Contextual links pre-select the triage category based on the page the user is currently viewing to reduce friction.

2. Topic Triage & Intelligent Deflection
Upon initiating the flow, the user is prompted to select a category/topic (if not already pre-selected) or describe their issue (keyword search).

Before showing contact details, the system displays a ""Recommended for you"" section containing:

Relevant knowledge base articles (e.g., ""How to apply for an extension"").

Direct links to self-solve transaction pages (e.g., ""Apply for Special Consideration"" form).

The user must interact with a ""Did this solve your issue?"" or ""I still need help"" mechanism to proceed to contact channels.

3. Dynamic Channel Presentation
Once the user confirms they still require assistance, the system displays only the contact channels valid for that specific inquiry type:

Submit Enquiry: Opens the specific web form for that topic (eg. integrated with Salesforce Case Management).

Phone: Displays the specific support line number and current opening hours.

Appointments: Displays a ""Book Appointment"" button if the service offers consultations (e.g., Course Planning).

Walk-in: Displays physical location (Stop 1) and current queue/wait times if available.

4. Enquiry Capture & Handoff
If ""Submit Enquiry"" is selected, the form pre-fills known student data (Name, ID, Course).

The subject/topic selected during triage is automatically applied to the case to ensure correct routing to backend teams.

Upon submission, the student receives immediate on-screen confirmation and a Case Reference Number for tracking in their ""Tasks and Enquiries"".",Target State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
6.04.b,"3. Access services, help and advice",6. Help and advice,VS6.04,Contact support,"Students should have easy access to various support services. For example, submitting enquiries, booking in-person appointments, or finding contact information for relevant staff.

The portal should present this information in a unified location, as well as through contextual suggestions on pages where the content is relevant.",Provide feedback to help us improve,"Provide an option for students to provide feedback (eg. after completing a process, service or experience) to help us improve our system and services.",,MVP,,To Do,1,3,0.1,0.5,2.5,0.6,,,,"Knowledge Base (Salesforce/Squiz), Booking System, Q-Flow."
6.05.b,"3. Access services, help and advice",6. Help and advice,VS6.05,Help and support centre,"A centralised, intelligent support hub that empowers students to self-manage their university experience. By consolidating previously fragmented support channels into a single, trusted source of truth, students can access accurate, personalised assistance relevant to their specific cohort and study stage. This reduces administrative anxiety and reliance on assisted support channels, allowing students to focus on their academic success.",Personalised Digital Help Centre,"As a student, I want to access a centralised help hub that intelligently prioritises support topics, services, and enquiry status updates relevant to my specific profile and current study stage, so that I can resolve issues efficiently without sifting through irrelevant institutional information.","The help centre must recognise my student profile (e.g., International vs Domestic, Commencing vs Returning) and display content specific to those attributes.

The system must allow me to view the status of my active support enquiries (e.g., ""In Progress,"" ""Action Required"") in a consolidated view.

I can search for help topics across the entire university knowledge base from a single entry point.

The experience must allow me to transition from ""self-help"" (reading an article) to ""assisted help"" (booking an appointment or submitting a request) seamlessly if my query is not resolved.",Target State,,To Do,1,4,0.2,0.5,2.5,0.8,,,,
7.04.a,"3. Access services, help and advice",8. Student service catalogue,VS7.04,Fees and scholarships,"As a student, I want to see a state-aware history of financial transactions so I can clearly understand what I’ve paid, what’s pending, and when things are due—all in one place.",A unified page to track all your past and upcoming payments,A unified page to track all your past and upcoming payments,,Target State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
8.01.a,"3. Access services, help and advice",8. Student service catalogue,VS8.01,Scholarly and support services,"Library: As a student, I want to view my Library loans and holds. 
Event discovery: As a student, I want to discover events in and around the university so that I can get the most out of every aspect of my university experience.
Discover events through your friends: As a student I want to opt in to see which University events my social media friends are attending, so that I can find and join them.",Events,Find Events That Fit You—and Your Friends. Discover events with personalised recommendation,,Future State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
8.01.b,"3. Access services, help and advice",8. Student service catalogue,VS8.01,Scholarly and support services,"Library: As a student, I want to view my Library loans and holds. 
Event discovery: As a student, I want to discover events in and around the university so that I can get the most out of every aspect of my university experience.
Discover events through your friends: As a student I want to opt in to see which University events my social media friends are attending, so that I can find and join them.",Events and opportunities (Discovery),"The Events and Opportunities widget surfaces upcoming events that may interest students. It can be placed on the Dashboard or any relevant page to promote events, encourage participation, and boost student engagement.",,Target State,,In Progress (Iterative Design),1,1,0.1,0.5,2.5,0.2,"All Services, Course Planning, Enrolment, Timetabling, T&L Assessment","Nick Miller and CJ Hogan 
(Student Comms)

Neela McCoy 
(Central Student Calendar Project Lead - project now closed) ",,
8.01.c,"3. Access services, help and advice",8. Student service catalogue,VS8.01,Scholarly and support services,"Library: As a student, I want to view my Library loans and holds. 
Event discovery: As a student, I want to discover events in and around the university so that I can get the most out of every aspect of my university experience.
Discover events through your friends: As a student I want to opt in to see which University events my social media friends are attending, so that I can find and join them.",Library,"As a student, I want to view my Library loans and holds.",,Future State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
8.06.a,"3. Access services, help and advice",8. Student service catalogue,VS8.06,Student admin,"As a student managing my student admin, I want to easily explore service information for all my enrolment, financial, and student admin needs, so that I can confidently access the detailed information I need.",Student admin,"As a student managing my student admin, I want to easily explore service information for all my enrolment, financial, and student admin needs, so that I can confidently access the detailed information I need.","The ""Student Services"" catalogue includes a dedicated ""Student Administration"" (or ""Admin & Enrolment"") category.

Inside this category, service information is logically grouped by student intent rather than system name, for example:

Enrolment & Study Planning (Study Plan, Re-enrolment, Leave of Absence).

Fees & Payments (Invoices, Fee Statements, Sanctions check).

Exams & Results (Timetable, Special Consideration, Transcripts).

Official Documents (Requesting Evidence of Enrolment, Academic Transcripts).",Target State,,To Do,1,1,0.1,0.5,2.5,0.2,,,,
8.04.a,"3. Access services, help and advice",8. Student service catalogue,VS8.04,Student IT,"As a student relying on digital tools for my studies, I want a centralised view of IT services, software, and system status, So that I can quickly resolve technical issues, access required software, and know if systems are down without searching through separate IT websites.",Student IT,"As a student relying on digital tools for my studies, I want a centralised view of IT services, software, and system status, So that I can quickly resolve technical issues, access required software, and know if systems are down without searching through separate IT websites.","1. Unified IT Service Catalogue

The ""Student Services"" section includes a dedicated ""Student IT"" category.

Students can browse available IT services relevant to their profile (e.g., ""Software Download,"" ""Borrowing Laptops,"" ""Wifi Setup,"" ""Account Management"").

Target State feature: The view highlights software or tools specific to the student's faculty (e.g., Architecture students see CAD software links; Arts students see Adobe Creative Cloud).

2. Real-Time System Status (Service Availability)
A ""System Status"" widget or indicator is visible within the IT section (or on the dashboard for critical outages).

It displays the real-time health of key platforms (e.g., LMS/Canvas, my.unimelb, Student Email, Eduroam) so students know if an issue is widespread or personal.

3. Integrated ""How-to"" Knowledge
Searching for IT keywords (e.g., ""Connect to Wifi,"" ""Reset Password"") retrieves results from the IT Knowledge Base directly within the portal's unified search, rather than redirecting to a separate external search page.

4. Unified Ticket Management
Students can log a new IT support request directly from the portal interface.

Existing IT support tickets (incidents/requests) appear in the ""Tasks and Enquiries"" hub alongside other student service enquiries (e.g., Stop 1), allowing the student to track all their ""help"" requests in one single view.",Target State,,To Do,1,1,0.1,0.5,2.5,0.2,,,ServiceNow,ServiceNow
8.02.b,"3. Access services, help and advice",8. Student service catalogue,VS8.02,Student life and development,"Peer Mentoring: As a student, I want a peer mentoring program that schedules my first-semester weekly sessions on my on-campus days for five weeks and lets me mentor a group in my 2nd/3rd year—so I can smoothly progress from mentee to mentor with minimal scheduling friction.
Academic mentoring: As a student, I want to feel connected to the University through an academic professional, gain insight into my industry and receive support/guidance to help me with my study goals. 
Personalised career guide: As a student I want to explore personalised career options, build employability skills and secure meaningful work so that I can graduate confidently about my future. I want tangible help from the university to support my careers journey.",Academic mentoring,Chart Your Course with a Mentor,,Target State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
8.02.c,"3. Access services, help and advice",8. Student service catalogue,VS8.02,Student life and development,"Peer Mentoring: As a student, I want a peer mentoring program that schedules my first-semester weekly sessions on my on-campus days for five weeks and lets me mentor a group in my 2nd/3rd year—so I can smoothly progress from mentee to mentor with minimal scheduling friction.
Academic mentoring: As a student, I want to feel connected to the University through an academic professional, gain insight into my industry and receive support/guidance to help me with my study goals. 
Personalised career guide: As a student I want to explore personalised career options, build employability skills and secure meaningful work so that I can graduate confidently about my future. I want tangible help from the university to support my careers journey.",Career,"Your Career, One Step at a Time",,Future State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
8.02.a,"3. Access services, help and advice",8. Student service catalogue,VS8.02,Student life and development,"Peer Mentoring: As a student, I want a peer mentoring program that schedules my first-semester weekly sessions on my on-campus days for five weeks and lets me mentor a group in my 2nd/3rd year—so I can smoothly progress from mentee to mentor with minimal scheduling friction.
Academic mentoring: As a student, I want to feel connected to the University through an academic professional, gain insight into my industry and receive support/guidance to help me with my study goals. 
Personalised career guide: As a student I want to explore personalised career options, build employability skills and secure meaningful work so that I can graduate confidently about my future. I want tangible help from the university to support my careers journey.",Peer Mentoring,Peer Mentoring—Get Matched. Stay Connected. Grow as a Leader,,Target State,,To Do,1,4,0.1,0.5,2.5,0.8,,,,
8.05.a,"3. Access services, help and advice",8. Student service catalogue,VS8.05,Student Visa,"As an international student, I want a centralised view of my visa status, Confirmation of Enrolment (CoE) details, and compliance requirements, So that I can ensure I remain in the country legally, meet my study conditions, and apply for extensions on time without stress.",Student Visa,"As an international student, I want a centralised view of my visa status, Confirmation of Enrolment (CoE) details, and compliance requirements, So that I can ensure I remain in the country legally, meet my study conditions, and apply for extensions on time without stress.","1. Cohort-Specific Visibility (Personalisation)

The ""Student Visa"" section or widget is only visible to students identified as ""International"" or ""Temporary Visa Holders"" in their student profile.

For domestic students, this category is hidden or replaced by ""Government Support (HECS-HELP)"" to maintain relevance.

2. Critical Date Monitoring & Alerts (CoE & Visa)

The page displays the student’s current Confirmation of Enrolment (CoE) end date and Visa Expiry Date (sourced from the student system record).

Target State Feature: A ""Compliance Traffic Light"" system visually alerts the student:

Green: Valid and compliant.

Amber: Visa/CoE expiring within 3–6 months (Prompt: ""Plan your renewal"").

Red: Urgent action required (Prompt: ""Contact Stop 1 immediately"").

3. Direct Action: CoE Extension & Renewal

Students can initiate a ""Request CoE Extension"" directly from this page.

The workflow provides a checklist of required supporting documents (e.g., intervention strategy, letter of progress) before the student clicks ""Apply,"" reducing incomplete applications.

Deep-links to the Department of Home Affairs are provided for the actual visa renewal application, with a clear ""You are leaving the University portal"" disclaimer.

4. Visa Conditions & Work Rights Information

The section provides plain-language summaries of key visa conditions specific to the student's current status (e.g., ""Work limitations: 48 hours per fortnight"").

Includes a ""Letter of Enrolment"" generator that students can download instantly to prove their student status to employers or landlords.


5. Secure Document Storage
Students can securely upload and store their latest Visa Grant Notice or Bridging Visa documents in their profile.

The student should later be able to use uploaded documents for future university forms (e.g., internships or exchange applications) without re-uploading.",Target State,,To Do,1,1,0.1,0.5,2.5,0.2,,,,
8.03.a,"3. Access services, help and advice",8. Student service catalogue,VS8.03,Wellbeing and support,"Financial support: As a student I need to be aware of which scholarships, grants and loans I may be eligible for.
Accomodation: As a student I want to secure safe, affordable accommodation close to campus that suits my lifestyle habits, so I can focus on study and enjoy university life.",Accommodation,"As a student seeking a safe and suitable place to live, I want a unified view of university accommodation options and tenancy support, So that I can easily apply for housing or get advice on my living rights without searching across external real estate or third-party provider sites.","1. Unified Housing Options Directory

The Accommodation section presents a consolidated view of housing options, categorised clearly by type:

University Accommodation (e.g., Little Hall, Lisa Bellear House).

Residential Colleges.

Off-Campus / Private Rental Support.

Each option includes key attributes like ""Catered/Self-catered,"" ""Price Range,"" and ""Location"" to aid decision-making.

2. Direct Application & Status Integration

Students can start an application for University Accommodation directly from the portal (deep-linked to the accommodation portal with SSO).

For active applicants, the widget displays the current status of their housing application (e.g., ""Offer Received"" or ""Waitlisted"") directly on the accommodation landing page to reduce anxiety.

3. Tenancy & Living Support

The page includes a dedicated ""Living Support"" section, connecting students with:

Legal advice for tenancy disputes (Student Union / Legal Service).

Emergency accommodation request forms for students in crisis.

Target State Feature: Content is personalised; for example, an International Student might see specific guides on ""Understanding Rental Bonds in Victoria.""

4. ""Find a Match"" Filtering

Includes a simplified filter tool allowing students to refine options based on budget, campus location (Parkville vs. Southbank), and room type.",Target State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
8.03.b,"3. Access services, help and advice",8. Student service catalogue,VS8.03,Wellbeing and support,"Financial support: As a student I need to be aware of which scholarships, grants and loans I may be eligible for.
Accomodation: As a student I want to secure safe, affordable accommodation close to campus that suits my lifestyle habits, so I can focus on study and enjoy university life.",Financial Support,"As a student managing the cost of living and study, I want to easily discover scholarships, bursaries, and financial aid I am eligible for, and manage my applications in one place, So that I can secure the funding I need to continue my studies without financial stress.","1. Personalised Scholarship Discovery

The Financial Support page features a ""Scholarships You Might Like"" widget.

This widget filters opportunities based on the student’s profile (e.g., Course, Year Level, Indigenous status, Citizenship) to show only relevant results, removing the ""noise"" of ineligible options.


Includes a prominent ""Check Scholarship Eligibility"" tool for a quick self-assessment.

2. Unified Financial Aid Application Tracker

Students can view a list of their active applications for:

Scholarships.

Bursaries / Emergency Grants.

Student Loans.

The list displays the status of each application (e.g., “Under Review” or “Outcome Released”) alongside the expected notification date.

3. Financial Documents & Proof

Students can instantly generate or download official ""Evidence of Scholarship"" letters directly from the page to provide to Centrelink or external agencies.

Includes quick access to ""Statement of Liability"" or fee invoices.

4. Emergency Aid & Advice Triage

The page prominently features an ""I need help now"" section for students in financial crisis.

This section bypasses general browsing and provides direct contact details for Financial Counselling appointments and the Emergency Aid application form.",Target State,,To Do,1,3,0.1,0.5,2.5,0.6,,,,
